Produtos;Embal;Operacoeses Comerciais;Itens Vendidos;Quantidade;Valor;% Part.;Custo Total;$ Lucrativ.;% Lucrativ.;;;out/21;set/21;ago/21;jul/21;jun/21;mai/21;abr/21;mar/21;fev/21;jan/21;dez/20;nov/20;out/20;set/20;ago/20;jul/20;jun/20;mai/20;abr/20;mar/20;fev/20;jan/20;dez/19;nov/19;out/19;set/19;ago/19;jul/19;jun/19;mai/19;abr/19;mar/19;fev/19;jan/19;dez/18;nov/18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZZ.SH.000 - LAPIS PRETO - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI;800ML;231;1;1;R$ 50;36;0;10%;R$ 22;61;;R$ 27;75;12273;30%;;0;0;0;0;0;0;50;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - FIORDE TROPICAL - A2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 50;35;0;10%;R$ 26;25;;R$ 24;10;9181;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - GERANIO ROSA - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 50;33;0;10%;R$ 26;59;;R$ 23;74;8928;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - CORUJA CINZA - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 50;27;0;10%;R$ 28;0;;R$ 22;27;7953;60%;;50;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - LAVANDA SECA - Z - SHERWIN - M-LTX ACR FS;QUART;1687;1;1;R$ 50;27;0;10%;R$ 62;25;;-R$ 11;98;-1924;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ARGILA - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 50;25;0;10%;R$ 25;1;;R$ 25;24;10092;0%;;0;0;17;48;0;0;17;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ESPUMA DO MAR - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 50;25;0;10%;R$ 28;1;;R$ 22;24;7940;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ESCONDERIJO - C2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 50;24;0;10%;R$ 51;79;;-R$ 1;55;-299;30%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - TIE-FOGO - W - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 50;23;0;10%;R$ 30;31;;R$ 19;92;6572;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - IMPROMPTU - W - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 50;21;0;10%;R$ 28;71;;R$ 21;50;7488;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - OPALA CLARO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 50;20;0;10%;R$ 25;19;;R$ 25;1;9928;50%;;50;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - SALVIA DE VERAO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 50;20;0;10%;R$ 27;61;;R$ 22;59;8181;80%;;0;0;0;0;0;0;50;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CAMPINAS MADURAS - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 50;14;0;10%;R$ 29;50;;R$ 20;64;6996;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ROCK N ROLL - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 50;14;0;10%;R$ 26;70;;R$ 23;44;8779;0%;;0;0;0;0;50;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - FERRUGEM - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 50;13;0;10%;R$ 24;56;;R$ 25;57;10411;20%;;17;8;17;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - BALEIA-AZUL - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 50;12;0;10%;R$ 29;56;;R$ 20;56;6955;30%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CASA DE CAMPO - C2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 50;9;0;10%;R$ 24;64;;R$ 25;45;10328;70%;;0;0;0;0;16;51;0;0;16;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - SOBRADO FRANCES - Z - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 50;4;0;10%;R$ 28;93;;R$ 21;11;7296;90%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.11.030 - NOVA COR FSC E 1/4;UNIDA;2;2;2;R$ 50;0;0;10%;R$ 17;52;;R$ 32;48;18538;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - PAPEL-CREPOM - A2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 49;98;0;10%;R$ 26;21;;R$ 23;77;9069;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CRISTA DA ONDA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;97;0;10%;R$ 27;85;;R$ 22;12;7942;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - HEMATITA - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 49;91;0;10%;R$ 25;17;;R$ 24;74;9829;20%;;0;0;0;0;0;0;0;0;0;0;17;71;0;0;15;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
12.03.008 - LATEX CORAL CORALAR GL;UNIDA;1;1;1;R$ 49;90;0;10%;R$ 32;0;;R$ 17;90;5593;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - LAGO AZUL - Z - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 49;89;0;10%;R$ 26;13;;R$ 23;76;9093;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - BARCO A VELA - A2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 49;85;0;10%;R$ 28;67;;R$ 21;18;7387;50%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CHUVA FINA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;82;0;10%;R$ 28;56;;R$ 21;26;7444;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31.11.013 - METALATEX FSC W  1/4  0;800 ML;UNIDA;1;1;2;R$ 49;80;0;10%;R$ 26;;16;R$ 23;64;9036;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ZZ.SH.000 - CANARIO LARANJA - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 49;80;0;10%;R$ 27;38;;R$ 22;42;8188;50%;;0;0;0;0;0;0;49;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - TORREY PINE 2384 MET ES E ACETINADO - MET ESMALTE ECO;800ML;1687;1;1;R$ 49;75;0;10%;R$ 59;3;;-R$ 9;28;-1572;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CREME BRULEE - B2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 49;68;0;10%;R$ 25;22;;R$ 24;46;9698;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - DOCE DE FIGO - C2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;64;0;10%;R$ 31;8;;R$ 18;56;5971;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - JARDIM VERTICAL - C2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;60;0;10%;R$ 32;15;;R$ 17;45;5427;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - BANHO DE ESPUMA - XY - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 49;60;0;10%;R$ 27;80;;R$ 21;80;7841;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - BOTTICELLI RED - W - SHERWIN - NOVO M-LTX ACR FS;QUART;1687;1;1;R$ 49;60;0;10%;R$ 29;84;;R$ 19;76;6622;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - PINHEIRO-DO-PARANA - VY - SHERWIN - M-LTX REQUINTE SUPER;QUART;1687;1;1;R$ 49;52;0;10%;R$ 26;96;;R$ 22;56;8368;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
07.01.029 - FITA VEDA ROSCA ATLAS 18X50;UNIDA;6;6;6;R$ 49;50;0;10%;R$ 21;42;;R$ 28;8;13109;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;8;50;0;0;0;0;8;50;8;50;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35.01.000 - DACAR TINTA ACRILICO FOSCO GL;3.6L;6;1;1;R$ 49;50;0;10%;R$ 26;69;;R$ 22;81;8546;30%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SH.000 - VERDE PASTO - LANGUAGE OF COLORS - - DECORA MATTE FO;800ML;231;1;1;R$ 49;50;0;10%;R$ 27;59;;R$ 21;91;7941;30%;;0;0;0;0;0;0;0;0;49;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - GELEIRAS ALPINAS - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;49;0;10%;R$ 28;32;;R$ 21;17;7475;30%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CINZA-ESPACIAL - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 49;45;0;10%;R$ 25;26;;R$ 24;19;9576;40%;;0;0;0;0;0;0;0;0;0;0;17;37;0;0;0;0;16;7;0;0;0;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CEVADA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;40;0;10%;R$ 28;24;;R$ 21;16;7492;90%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ROSA SECRETO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;39;0;10%;R$ 28;22;;R$ 21;17;7501;80%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - IGARAPE - A2 - SELFCOLOR - TOQUE DE SEDA;800ML;1574;1;1;R$ 49;36;0;10%;R$ 49;36;; R$ -   ;0;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ZZ.SW.000 - TANGO - W - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 49;36;0;10%;R$ 27;51;;R$ 21;85;7942;60%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - R065 - C2 - SELFCOLOR - ESMALTE COR & PROTEC;800ML;1574;1;1;R$ 49;32;0;10%;R$ 26;99;;R$ 22;33;8273;40%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - FORMICA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;24;0;10%;R$ 49;24;; R$ -   ;0;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ZZ.SV.000 - ALGODAO CINZENTO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;21;0;10%;R$ 28;11;;R$ 21;10;7506;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - COSMOS - C2 - SELFCOLOR - ESMALTE SECA RAPIDO;800ML;1574;1;1;R$ 49;21;0;10%;R$ 26;19;;R$ 23;2;8789;60%;;49;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - COPACABANA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;19;0;10%;R$ 28;7;;R$ 21;12;7524;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - LASCAS DE MACADAMIA - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;17;0;10%;R$ 28;4;;R$ 21;13;7535;70%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - ERA DO GELO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;16;0;10%;R$ 28;7;;R$ 21;9;7513;40%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - MIMO - A2 - SELFCOLOR - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;16;0;10%;R$ 28;8;;R$ 21;8;7507;10%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - CANJICA COM CARAMELO - A2 - CORAL - FOSCO COMPLETO;800ML;1574;1;1;R$ 49;15;0;10%;R$ 49;15;; R$ -   ;0;0%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
ZZ.SW.000 - AZUL DEL REI 0681 CLR MET ESM ACETINADO - COLOR METALATEX ESMA;800ML;1687;1;1;R$ 49;15;0;10%;R$ 63;15;;-R$ 14;0;-2216;90%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - CINZA DORICO - XY - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 49;7;0;10%;R$ 25;43;;R$ 23;64;9296;10%;;49;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SW.000 - CABO-VERDE - W - SHERWIN - M-LTX ESM ECO ACET;QUART;1687;1;1;R$ 49;6;0;10%;R$ 28;72;;R$ 20;34;7082;20%;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
ZZ.SV.000 - TORRE DE PISA - B2 - SELFCOLOR - TESTE SUA COR;200ML;1574;3;3;R$ 49;2;0;10%;R$ 24;34;;R$ 24;68;10139;70%;;0;0;0;0;0;0;0;0;0;0;17;28;0;0;0;0;0;0;0;0;0;0;15;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
