Produtos,Embal,Operacoeses_Comerciais,Itens_Vendidos,Quantidade,Valor,% Part.,Custo_Total,Lucrativo-%,Lucrativo-$
11.03.052 - SPRAY ARTE URBANA ROSA CHICHETE,UNIDA,4.00,4.00,4.00,86.00,29.00,0.00,20%,53.00
07.01.005 - BROXA ATLAS 18X08CM N§ 2,UNIDA,10.00,6.00,6.00,86.00,20.00,0.00,20%,17.00
ZZ.SV.000 - INOX - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,2.00,86.00,10.00,0.00,20%,51.00
ZZ.SW.000 - AZUL SENTIMENTAL - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,86.00,10.00,0.00,20%,48.00
33.04.012 - ROLO LA TIGRE 5 CM1379,UNIDA,8.00,8.00,10.00,85.00,97.00,0.00,20%,40.00
31.05.035 - ESMALTE NOVA COR BRILH MARROM CONHAQUE 1/4,UNIDA,3.00,3.00,3.00,85.00,89.00,0.00,20%,45.00
ZZ.SW.000 - TOMATE-VERMELHO - W - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,85.00,81.00,0.00,20%,50.00
99.99.998 - ESPATULA DE SILICONE,UNIDA,1.00,19.00,22.00,85.00,80.00,0.00,20%,21.00
ZZ.SV.000 - PASSEIO ECOLOGICO - A2 - SELFCOLOR - ESMALTE COR & PROTEC,800ML,"1,574.00",1.00,2.00,85.00,64.00,0.00,20%,47.00
ZZ.SV.000 - TAMARINDO - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",5.00,5.00,85.00,60.00,0.00,20%,42.00
11.03.053 - SPRAY ARTE URBANA ROSA LIRIO,UNIDA,4.00,4.00,4.00,85.00,41.00,0.00,20%,53.00
ZZ.SW.000 - VERDE PALMEIRA - VY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,85.00,11.00,0.00,20%,63.00
25.11.008 - SUVINIL ACR FSC BASE C GL,UNIDA,1.00,1.00,1.00,85.00,0.00,0.00,20%,46.00
ZZ.SV.000 - VERDE-AQUATICO - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,2.00,84.00,94.00,0.00,20%,45.00
12.03.061 - TESTE FACIL MERGULHO SERENO,UNIDA,6.00,6.00,6.00,84.00,75.00,0.00,20%,45.00
25.10.005 - SUVINIL TOQUE DE SEDA BASE A LATA,UNIDA,1.00,1.00,1.00,84.00,71.00,0.00,20%,315.00
32.01.003 - DESLIZA TUDO 3148,UNIDA,4.00,4.00,5.00,84.00,58.00,0.00,20%,37.00
ZZ.SV.000 - CASHMERE - B2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",5.00,5.00,84.00,52.00,0.00,20%,41.00
ZZ.SW.000 - AGATA VERDE - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,84.00,30.00,0.00,20%,47.00
ZZ.SW.074 - CLR MET ES E - ACETINADO - Z,800ML,2.00,2.00,3.00,84.00,26.00,0.00,20%,45.00
11.03.124 - SPRAY ALTA TEMP. BRANCO FOSCO,UNIDA,3.00,3.00,3.00,84.00,22.00,0.00,20%,45.00
ZZ.SW.000 - INVERNO GELADO - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,84.00,20.00,0.00,20%,42.00
ZZ.SW.000 - VIDA VERDE - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,2.00,84.00,6.00,0.00,20%,46.00
23.01.021 - PARAFUSO C/ BUCHA  6,UNIDA,9.00,9.00,28.00,84.00,0.00,0.00,20%,23.00
26.03.002 - QUEROSENE  0,900 ML,UNIDA,5.00,5.00,5.00,83.00,97.00,0,0.20
35.01.004 - SELADOR ACRILICO DACAR GL,3.6L,4.00,3.00,3.00,83.00,70.00,0.00,20%,53.00
ZZ.SV.000 - BABOSA - B2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",5.00,5.00,83.00,51.00,0.00,20%,42.00
ZZ.SW.000 - TEMPERANCA - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,2.00,83.00,46.00,0.00,20%,77.00
21.08.017 - VELADURA TABACO,UNIDA,6.00,6.00,6.00,83.00,39.00,0.00,20%,53.00
21.08.003 - VELADURA CASTANHO,UNIDA,6.00,6.00,6.00,83.00,38.00,0.00,20%,50.00
ZZ.SW.000 - LAGOA NOVA - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,2.00,83.00,32.00,0.00,20%,44.00
ZZ.SV.000 - RUBI - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",3.00,3.00,83.00,26.00,0.00,20%,48.00
ZZ.SW.000 - VERMELHO PULSANTE - W - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,83.00,20.00,0.00,20%,49.00
ZZ.SV.000 - TROVOADA - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,2.00,83.00,12.00,0.00,20%,83.00
ZZ.SV.000 - NEVOA DA MANHA - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,2.00,83.00,10.00,0.00,20%,48.00
21.08.014 - VELADURA PEROBA,UNIDA,6.00,6.00,6.00,82.00,90.00,0.00,20%,53.00
ZZ.SV.000 - ARGILA - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",2.00,2.00,82.00,82.00,0.00,20%,42.00
25.01.012 - MASCARA DELTA PLUS,UNIDA,6.00,6.00,12.00,82.00,80.00,0.00,20%,30.00
ZZ.SV.000 - ACAI - C2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,82.00,52.00,0.00,20%,52.00
ZZ.SW.000 - CASHMERE - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,82.00,51.00,0.00,20%,53.00
ZZ.SV.000 - VERDE DA SORTE - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,82.00,46.00,0.00,20%,55.00
ZZ.SV.000 - LUXURIA - C2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,82.00,41.00,0.00,20%,52.00
ZZ.SV.000 - SOL NASCENTE - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,82.00,5.00,0.00,20%,55.00
ZZ.SH.000 - BELEZA DE MENINA - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,2.00,82.00,0.00,0.00,20%,43.00
ZZ.SV.000 - PEDRA - B2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,2.00,81.00,96.00,0.00,20%,44.00
02.01.030 - PROTEGE FACIL 240 CM X 10 M,UNIDA,2.00,2.00,2.00,81.00,80.00,0.00,20%,36.00
ZZ.SV.000 - SUCO DE ACAI - C2 - SELFCOLOR - TOQUE DE SEDA,800ML,"1,574.00",1.00,1.00,81.00,75.00,0.00,20%,51.00
ZZ.SV.000 - SW 6580 - C2 - SHERWIN WILLIAMS - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,81.00,75.00,0.00,20%,52.00
21.08.004 - VELADURA CEDRO,UNIDA,5.00,5.00,6.00,81.00,60.00,0.00,20%,53.00
ZZ.SV.000 - M017 - C2 - SELFCOLOR - ESMALTE MULTISUPERFI,800ML,"1,574.00",1.00,1.00,81.00,55.00,0.00,20%,65.00
07.01.018 - ESCOVA MULTIUSO COM ALCA ATLAS,UNIDA,7.00,7.00,8.00,81.00,50.00,0.00,20%,50.00
ZZ.SV.000 - CANETA AZUL - B2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",4.00,4.00,81.00,46.00,0.00,20%,42.00
ZZ.SH.000 - TEMPESTADE DE VERAO - LANGUAGE OF COLORS - - CORALIT ULTRA RESIST,800ML,231.00,1.00,2.00,81.00,40.00,0.00,20%,44.00
ZZ.SH.000 - BOLA DE GUDE - LANGUAGE OF COLORS - - CORALIT SECAGEM RAPI,800ML,231.00,2.00,2.00,81.00,20.00,0.00,20%,44.00
23.01.034 - PREGO DE ACO 15 X 15,UNIDA,13.00,13.00,27.00,81.00,0.00,0.00,20%,22.00
11.03.105 - SPRAY USO GERAL BEGE,UNIDA,4.00,4.00,4.00,80.00,95.00,0.00,20%,46.00
ZZ.SW.000 - OSTRA - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,80.00,84.00,0.00,20%,41.00
ZZ.SV.000 - VERDE-COLEGIAL - C2 - SELFCOLOR - LOUSA E COR,800ML,"1,574.00",2.00,2.00,80.00,83.00,0.00,20%,44.00
25.11.001 - SUVINIL ACR FSC BASE A 1/4,UNIDA,2.00,2.00,2.00,80.00,70.00,0.00,20%,39.00
ZZ.SW.000 - PRIMER P1 - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",3.00,3.00,80.00,67.00,0.00,20%,42.00
ZZ.SW.000 - SAMOVAR DE PRATA - XY - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",2.00,2.00,80.00,54.00,0.00,20%,42.00
"33.05.016 - TRINCHA TIGRE 696 2"";UNIDA;5;5;7; R$ 80",50,0.00,0.20,88.00,90.00,-8.00,40.00,-944,0.90
ZZ.SW.000 - LINHA AZUL - XY - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,2.00,80.00,46.00,0.00,20%,44.00
ZZ.SH.000 - MARGEM DO LAGO - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,2.00,80.00,40.00,0.00,20%,43.00
ZZ.SV.000 - SOMBRA DA NOITE - C2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,80.00,32.00,0.00,20%,51.00
ZZ.SW.000 - CAFE TORRADO - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,2.00,80.00,30.00,0.00,20%,45.00
ZZ.SV.000 - VERDE-FLORESTA - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,80.00,24.00,0.00,20%,53.00
ZZ.SH.000 - VIBRACAO POSITIVA - LANGUAGE OF COLORS - - RENDE MUITO,3.2L,231.00,1.00,1.00,80.00,10.00,0.00,20%,44.00
14.01.001 - TEXTURA ACRILICA CRISTAL DECOR E  ART 25KG,UNIDA,2.00,1.00,1.00,79.00,90.00,0.00,20%,45.00
34.01.009 - VEDALAGE PLUS BRANCO GL 4KG,UNIDA,13.00,1.00,1.00,79.00,90.00,0.00,20%,48.00
ZZ.SW.000 - OURO ANCESTRAL - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,2.00,79.00,86.00,0.00,20%,43.00
34.01.015 - VIAFIX (BIANCO) GL,UNIDA,2.00,2.00,2.00,79.00,80.00,0.00,20%,41.00
33.04.006 - ROLO LA TIGRE 23CM   1320,UNIDA,2.00,2.00,2.00,79.00,60.00,0.00,20%,44.00
ZZ.SV.000 - CANTO DA TOSCANA - C2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,79.00,46.00,0.00,20%,47.00
ZZ.SV.000 - TANGERINA FRESCA - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,79.00,46.00,0.00,20%,43.00
ZZ.SV.000 - RUA DAS PEDRAS - B2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",2.00,2.00,79.00,43.00,0.00,20%,59.00
21.04.002 - FOSFATOX 0,900ML C/ BORRIFADOR,UNIDA,7.00,2.00,2.00,79.00,40.00,0,0.20
ZZ.SW.000 - AGATA VERDE - Z - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,2.00,79.00,38.00,0.00,20%,45.00
ZZ.SV.000 - MARMORE - A2 - SELFCOLOR - ESMALTE MULTISUPERFI,800ML,"1,574.00",1.00,1.00,79.00,35.00,0.00,20%,41.00
ZZ.SW.000 - PRIMER P3 - F - SHERWIN - NOVACOR ACR FS,GALAO,"1,687.00",2.00,2.00,79.00,33.00,0.00,20%,83.00
ZZ.SW.000 - ARATICUM-DO-CAMPO - VY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,2.00,79.00,32.00,0.00,20%,44.00
ZZ.SH.000 - CAMPO NEVADO - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,2.00,2.00,79.00,20.00,0.00,20%,41.00
ZZ.SV.000 - QUARTZO VIOLETA - A2 - SELFCOLOR - ESMALTE MULTISUPERFI,800ML,"1,574.00",1.00,1.00,79.00,17.00,0.00,20%,41.00
ZZ.SV.000 - VAPOR DE AGUA - A2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,2.00,79.00,6.00,0.00,20%,79.00
ZZ.SW.000 - CINZA CONSCIENTE - XY - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,2.00,79.00,2.00,0.00,20%,43.00
31.12.001 - NOVA COR FSC F GL,UNIDA,1.00,1.00,1.00,79.00,0.00,0.00,20%,25.00
ZZ.SW.000 - LIMESICLE - XY - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",2.00,2.00,78.00,96.00,0.00,20%,43.00
ZZ.SV.000 - AZUL COBALTO - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,78.00,88.00,0.00,20%,56.00
ZZ.SV.000 - MOLHO DE CURRY - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,78.00,74.00,0.00,20%,44.00
ZZ.SV.000 - POR-DO-SOL - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,78.00,71.00,0.00,20%,42.00
31.02.016 - XADREZ PO PRETO 250GR,UNIDA,4.00,4.00,5.00,78.00,49.00,0.00,20%,31.00
ZZ.SW.000 - ENCANTO DE JADE - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,78.00,45.00,0.00,20%,43.00
ZZ.SV.000 - MOSTARDA PICANTE - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,78.00,28.00,0.00,20%,42.00
ZZ.SV.000 - MANGANES - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,2.00,78.00,14.00,0.00,20%,78.00
ZZ.SV.000 - SW 6101 - A2 - SHERWIN WILLIAMS - TOQUE DE SEDA,800ML,"1,574.00",1.00,1.00,78.00,12.00,0.00,20%,42.00
ZZ.SH.000 - CAMPO NEVADO - LANGUAGE OF COLORS - - RENDE MUITO,3.2L,231.00,1.00,1.00,78.00,0.00,0.00,20%,44.00
ZZ.SV.000 - LUAU - C2 - SELFCOLOR - TOQUE DE SEDA,800ML,"1,574.00",1.00,1.00,77.00,89.00,0.00,20%,47.00
32.01.004 - DESLIZA TUDO 3182,UNIDA,1.00,1.00,2.00,77.00,80.00,0.00,20%,41.00
ZZ.SV.000 - FESTA ANIMADA - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,77.00,71.00,0.00,20%,42.00
ZZ.SW.000 - FOLHAS AO VENTO - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,77.00,53.00,0.00,20%,42.00
ZZ.SV.000 - UNIFORME ESCOLAR - B2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",4.00,4.00,77.00,39.00,0.00,20%,39.00
ZZ.SV.000 - SACODE - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,77.00,25.00,0.00,20%,42.00
ZZ.SV.000 - RELVA PRIMAVERIL - B2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,77.00,5.00,0.00,20%,51.00
ZZ.SV.000 - TUBARAO CINZA - B2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",2.00,2.00,77.00,1.00,0.00,20%,64.00
13.03.001 - GEL ENVELHECEDOR ANIL 1/4,UNIDA,1.00,1.00,1.00,77.00,0.00,0.00,20%,9.00
ZZ.SW.000 - BRANCO RUSSIA - XY - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",1.00,2.00,76.00,92.00,0.00,20%,41.00
ZZ.SV.000 - COBRE ALARANJADO* - C2 - CORAL - TOQUE DE SEDA,800ML,"1,574.00",1.00,1.00,76.00,86.00,0.00,20%,46.00
ZZ.SW.000 - LISIANTO ROXO - Z - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,1.00,76.00,84.00,0.00,20%,43.00
ZZ.SW.000 - REVERIE PINK - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,76.00,82.00,0.00,20%,41.00
ZZ.SV.000 - LAMBADA - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,76.00,77.00,0.00,20%,51.00
ZZ.SW.000 - CIPO-DE-FOGO - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,76.00,70.00,0.00,20%,43.00
ZZ.SV.000 - OLHAR FRESCO - B2 - SELFCOLOR - TOQUE DE SEDA,800ML,"1,574.00",1.00,1.00,76.00,67.00,0.00,20%,41.00
11.03.021 - SPRAY ARTE URBANA AZUL MACKENZIE,UNIDA,4.00,4.00,4.00,76.00,61.00,0.00,20%,53.00
ZZ.SW.000 - S-P 159 - W - SHERWIN - M-LTX ESM SINT ACET,QUART,"1,687.00",1.00,2.00,76.00,53.00,0.00,20%,43.00
ZZ.SV.000 - VELEIRO - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,76.00,50.00,0.00,20%,41.00
ZZ.SW.000 - MAGNOLIA BUD - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,76.00,40.00,0.00,20%,41.00
ZZ.SW.000 - CINZA UNICO - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,76.00,36.00,0.00,20%,41.00
ZZ.SV.000 - FLAMBOYANT - C2 - CORAL - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,76.00,23.00,0.00,20%,48.00
ZZ.SW.000 - JADE MARKET - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,2.00,76.00,23.00,0.00,20%,45.00
ZZ.SV.000 - TERRACOTA - C2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",4.00,4.00,76.00,22.00,0.00,20%,40.00
21.06.018 - MASSA F12 PINUS 1/16,UNIDA,6.00,6.00,6.00,76.00,20.00,0.00,20%,30.00
32.01.008 - FELTRO DE LA CIRCULAR BEJE 4137,UNIDA,4.00,4.00,6.00,76.00,20.00,0.00,20%,26.00
ZZ.SV.000 - 382 C - C2 - PANTONE - ESMALTE COR & PROTEC,800ML,"1,574.00",1.00,1.00,76.00,6.00,0.00,20%,48.00
31.05.046 - ESMALTE NOVA COR BRILH VERDE FOLHA  1/16 LUKS,UNIDA,9.00,6.00,6.00,76.00,0.00,0.00,20%,28.00
ZZ.SV.000 - FLAMBOYANT - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,75.00,93.00,0.00,20%,41.00
ZZ.SV.000 - SISAL - A2 - SELFCOLOR - TOQUE DE SEDA,800ML,"1,574.00",1.00,1.00,75.00,73.00,0.00,20%,40.00
"33.05.012 - TRINCHA TIGRE 519 2"" 1/2;UNIDA;8;8;8; R$ 75",63,0.00,0.20,85.00,68.00,-10.00,5.00,-1173,0.00
38.01.006 - LIMPADOR DESENGRAXANTE SANOL PRO 1LT,UNIDA,4.00,4.00,4.00,75.00,60.00,0.00,20%,30.00
ZZ.SV.000 - GRAO-DE-BICO - A2 - SELFCOLOR - ESMALTE MULTISUPERFI,800ML,"1,574.00",1.00,1.00,75.00,60.00,0.00,20%,39.00
ZZ.SW.000 - AQUEDUTO - E - SHERWIN - NOVACOR ACR FS,GALAO,"1,687.00",1.00,1.00,75.00,54.00,0.00,20%,42.00
21.06.022 - MASSA F12 CASTANHO 1/16,UNIDA,5.00,5.00,6.00,75.00,53.00,0.00,20%,30.00
16.03.031 - LIXA SECO 180,UNIDA,6.00,6.00,31.00,75.00,40.00,0.00,20%,47.00
ZZ.SV.000 - ACAMPAMENTO NA SELVA - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,75.00,36.00,0.00,20%,50.00
ZZ.SV.000 - AZUL-REALEZA - C2 - SELFCOLOR - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,75.00,33.00,0.00,20%,47.00
ZZ.SV.000 - MISTERIO DO MAR - C2 - SELFCOLOR - ESMALTE MULTISUPERFI,800ML,"1,574.00",1.00,1.00,75.00,15.00,0.00,20%,44.00
ZZ.SW.000 - QUEDA LIVRE - XY - SHERWIN - M-LTX ESM ECO ACET,QUART,"1,687.00",2.00,2.00,75.00,10.00,0.00,20%,39.00
ZZ.SW.000 - RITMO AZUL - XY - SHERWIN - M-LTX REQUINTE SUPER,QUART,"1,687.00",1.00,2.00,74.00,90.00,0.00,20%,100.00
ZZ.SV.000 - TERRA MOLHADA - C2 - SELFCOLOR - ESMALTE MULTISUPERFI,800ML,"1,574.00",1.00,1.00,74.00,88.00,0.00,20%,39.00
ZZ.SV.000 - BRILHO VITREO - A2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",3.00,4.00,74.00,72.00,0.00,20%,38.00
ZZ.SV.000 - BUQUE DE CALLAS - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,74.00,33.00,0.00,20%,51.00
ZZ.SV.000 - GIZ DE CERA - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,74.00,20.00,0.00,20%,46.00
ZZ.SV.000 - AZUL MARINHO VIBRANTE * - C2 - CORAL - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,74.00,14.00,0.00,20%,49.00
15.04.004 - SILICONE BISNAGA BRANCA 50 GR,UNIDA,5.00,5.00,7.00,74.00,2.00,0.00,20%,34.00
ZZ.SW.000 - REFUGIO DA CALMARIA - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,73.00,83.00,0.00,20%,40.00
ZZ.SV.000 - SUCO DE FRAMBOESA - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,73.00,81.00,0.00,20%,40.00
11.03.051 - SPRAY ARTE URBANA ROSA BLUSH,UNIDA,4.00,4.00,4.00,73.00,80.00,0.00,20%,48.00
32.01.015 - FELTRO DE LA RETANGULAR BEJE 4243,UNIDA,3.00,3.00,3.00,73.00,74.00,0.00,20%,28.00
12.03.087 - TESTE FACIL BRANCO GATINHO,UNIDA,5.00,5.00,5.00,73.00,63.00,0.00,20%,38.00
ZZ.SW.000 - MARFIM - E - SHERWIN - NOVACOR ACR FS,GALAO,"1,687.00",1.00,1.00,73.00,58.00,0.00,20%,42.00
ZZ.SW.000 - INDIGO PROFUNDO - W - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",1.00,1.00,73.00,48.00,0.00,20%,40.00
ZZ.SV.000 - FRUTAS NATURAIS - A2 - SELFCOLOR - ESMALTE MULTISUPERFI,800ML,"1,574.00",1.00,1.00,73.00,45.00,0.00,20%,37.00
11.03.048 - SPRAY ARTE URBANA PRATA,UNIDA,4.00,4.00,4.00,73.00,38.00,0.00,20%,53.00
ZZ.SV.000 - CHOCOLATE COM CANELA - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,73.00,27.00,0.00,20%,54.00
ZZ.SW.000 - ARNICA - VY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,73.00,22.00,0.00,20%,41.00
ZZ.SV.000 - NEVOA INTENSA - A2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",4.00,4.00,73.00,4.00,0.00,20%,38.00
ZZ.SW.000 - ROTA DE FUGA - E - SHERWIN - NOVACOR ACR FS,GALAO,"1,687.00",1.00,1.00,73.00,0.00,0.00,20%,45.00
ZZ.SV.000 - BRILHO VITREO - A2 - SELFCOLOR - ESMALTE MULTISUPERFI,800ML,"1,574.00",1.00,1.00,72.00,93.00,0.00,20%,36.00
ZZ.SV.000 - BEGONIA ALARANJADA - C2 - SELFCOLOR - TOQUE DE SEDA,800ML,"1,574.00",1.00,1.00,72.00,81.00,0.00,20%,39.00
ZZ.SV.000 - CALOPSITA - A2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",4.00,4.00,72.00,71.00,0.00,20%,37.00
ZZ.SV.000 - VERMELHO-CONTEMPORANEO - C2 - SELFCOLOR - ESMALTE COR & PROTEC,800ML,"1,574.00",1.00,1.00,72.00,64.00,0.00,20%,45.00
ZZ.SH.000 - CALENDULA* - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,72.00,60.00,0.00,20%,40.00
09.01.001 - ACIDO DE LIMPEZA  LITRO,UNIDA,5.00,5.00,5.00,72.00,46.00,0.00,20%,21.00
02.02.010 - PINCEL AMARELO 20,UNIDA,6.00,6.00,6.00,72.00,39.00,0.00,20%,13.00
ZZ.SW.000 - VERDE MATINE - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,72.00,26.00,0.00,20%,43.00
ZZ.SW.000 - MENTA VINTAGE - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,72.00,20.00,0.00,20%,39.00
ZZ.SV.000 - NEVOEIRO - A2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",4.00,4.00,72.00,18.00,0.00,20%,38.00
ZZ.SV.000 - TABACO (PAD. EBA) - C2 - READY MIX - ESMALTE SECA RAPIDO,800ML,"1,574.00",1.00,1.00,72.00,7.00,0.00,20%,30.00
ZZ.SH.000 - ORQUIDEA RUBI - LANGUAGE OF COLORS - - DECORA MATTE FO,800ML,231.00,1.00,1.00,72.00,0.00,0.00,20%,41.00
ZZ.SV.000 - CHAVE DE FENDA - A2 - SELFCOLOR - TESTE SUA COR,200ML,"1,574.00",4.00,4.00,71.00,99.00,0.00,20%,37.00
ZZ.SW.000 - AZUL ESPORTIVO - Z - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,71.00,95.00,0.00,20%,38.00
ZZ.SW.000 - AZUL FENIX - E - SHERWIN - NOVACOR ACR FS,GALAO,"1,687.00",1.00,1.00,71.00,94.00,0.00,20%,43.00
ZZ.SV.000 - SONHO CELESTE - C2 - SELFCOLOR - FOSCO COMPLETO,800ML,"1,574.00",1.00,1.00,71.00,93.00,0.00,20%,45.00
ZZ.SW.000 - PINHAO COZIDO SW 6048 MET ESM ACETINADO - METALATEX ESMALTE,800ML,"1,687.00",1.00,1.00,71.00,78.00,0.00,20%,61.00
ZZ.SV.000 - AGAVE - B2 - SELFCOLOR - TOQUE DE SEDA,800ML,"1,574.00",1.00,1.00,71.00,76.00,0.00,20%,38.00
ZZ.SW.000 - CETIM LILAS - XY - SHERWIN - NOVO M-LTX ACR FS,QUART,"1,687.00",2.00,2.00,71.00,67.00,0.00,20%,39.00
ZZ.SW.000 - RABO DE ANDORINHA SW 7018 MET ACR FOSCO - METALATEX ACRILICO,800ML,"1,687.00",1.00,2.00,71.00,66.00,0.00,20%,109.00
07.01.015 - DESEMPENADEIRA DE PLASTICO PEQ,UNIDA,4.00,4.00,4.00,71.00,63.00,0.00,20%,36.00
